,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,True,10.0,111.93993090255407,0.1782225155882407,1341.8282479652803,29.999999999999996,8.201702761494799,2.1723138973906613,2.1,148.06816839752156,0.8990754658102473,0.06646763475377997,3.000010601992228,8.813409826583744,3.121089464353003,10.478469203542252,-0.0003004221771636395,8.316679403881709e-05,600.0,63.515144065300824,163.28375897035818,451.92086794028006,63.11759657233832,152.24847980153444,27.363165880302915,128.05575145572547,110.89298232482115,60.413599168643245,110.89298232482115,23.754663880422505,0.2729121403446563,0.009153409031417752,1.7166945641264506,836.9955942238146
1,True,20.0,114.8363862792902,0.26304971585325004,1355.8033325741046,29.999999999999996,8.267371282564394,2.1822871847107304,2.0999999999977863,151.89998185109724,0.863191087271601,0.0626881776409324,2.999999999999523,8.809028919377345,3.045858298341107,10.47218437007643,1.507279687729124e-06,1.8382542672567884e-05,600.0,70.7141459659364,165.1178054882633,456.18025262962874,63.79541597703095,153.9106461089854,27.831096797295928,129.46709918975668,111.02612609610235,59.96559753531491,111.02612609610235,26.44709059126021,0.2729121403446563,0.009153409031417752,1.6190919809847906,830.7887898193962
2,True,30.0,118.20793369184989,0.3426789608666754,1370.6645708597682,29.99999999999999,8.349283261530255,2.1946121399072576,2.0999999997373084,156.40337340501898,0.8235827106011218,0.05867045699915278,2.9991623057627113,8.810350774751194,2.962117638541873,10.474080551232925,1.6902446869693222e-05,3.0420505138621528e-05,600.0,77.8811990525079,167.05457683669928,461.2063545923173,64.51692489955742,155.57434725389533,28.39542206107132,130.86251954577767,110.98593037852369,59.49942648148762,110.98593037852369,29.12756844563795,0.2729121403446563,0.009153409031417752,1.516170069283029,824.3302583640465
3,True,40.0,121.06905051478377,0.4192788591572655,1382.0162563643505,29.999999999999996,8.358576629727523,2.19600432552684,2.0999999999999983,160.14424671267713,0.7916189173112913,0.05582114683850697,2.999999999999999,8.784898866717345,2.8940871417527516,10.437592596253474,4.707250258917384e-06,1.9024796907418787e-06,600.0,85.13702558936032,168.80648698739216,463.00282823077447,65.06853625276327,157.31726424310776,28.990036407819474,132.40756847133684,111.76326059497462,59.35024463302118,111.76326059497462,31.84124757042076,0.2729121403446563,0.009153409031417752,1.4417323108902957,822.2634300478453
4,True,50.0,123.03691815594556,0.49527097931662956,1396.387973902231,29.999999999999993,8.425328712011204,2.205996425964638,2.0999999999999996,162.74724623802427,0.7744698164110421,0.054150527956579486,2.9999999999999813,8.78028893459782,2.848758647754844,10.430988832120942,7.418503523481945e-06,8.05856681496875e-05,600.0,92.41868945212956,170.77050099663052,467.4223005467318,65.76750595468671,159.03667684555444,29.50619879883287,133.86918501937484,111.90481799715458,59.460844032073105,111.90481799715458,34.56458985509645,0.2729121403446563,0.009153409031417752,1.3985840533271647,823.7957209724749
5,True,60.0,124.72879371756414,0.5699325854700006,1404.980737900837,29.999999999999996,8.375473906924745,2.198538547223353,2.1,164.98517687501942,0.7582391615347351,0.05291728990049588,3.00000000000119,8.73338467231792,2.810741030410842,10.363885955790332,1.2071004851677003e-05,2.4054342681210885e-05,600.0,99.87286605490989,172.37039406939962,466.5566442229417,66.18573807626208,160.87471130799767,30.033472034086337,135.5650519403748,113.35860566520365,59.71569954661169,113.35860566520365,37.352451904536295,0.2729121403446563,0.009153409031417752,1.366732340253613,827.3265972282827
6,True,70.0,126.21841762257141,0.6434830702968646,1421.0700371344933,29.999999999999996,8.470553977189915,2.2127423254247263,2.1,166.95557887083524,0.7489266855157638,0.05189607901303906,2.999999999910155,8.738800254989004,2.7780274339940774,10.371625522012504,9.697634180128034e-07,4.0625253582567316e-05,600.0,107.29729293853607,174.47326508158358,472.3236135288634,66.96949179122562,162.6161481747109,30.516787610910857,137.01517029499826,113.18948673883726,59.97047576725094,113.18948673883726,40.129187559012486,0.2729121403446563,0.009153409031417752,1.3403568031762951,830.8563749128199
7,True,80.0,127.34387615966725,0.7171091254057499,1431.7988431857952,29.999999999999996,8.457702249893506,2.2108565227065173,2.099999999999999,168.44428187185238,0.7413019840957702,0.05130656945343692,2.999999977962353,8.705373261117847,2.7537149764865103,10.323887931187711,0.0001789218743795118,6.6964936564927555e-06,600.0,114.9141674504781,176.22836831852035,473.16630792505583,67.49258725016414,164.4729984848392,30.981715653245626,138.68794902939965,114.2386817839074,60.3512957912987,114.2386817839074,42.97789862647881,0.2729121403446563,0.009153409031417752,1.3251311414778228,836.1324168422268
8,True,90.0,128.49685069734858,0.789295159638504,1443.8947825652688,29.999999999999993,8.467823209030513,2.2123731569247607,2.099999999999999,169.96944338864725,0.7342092723380607,0.05070814316617825,2.9999988675726263,8.679930058821201,2.7292295936643405,10.287606230639227,0.0002272419879094656,2.5639930156471607e-05,600.0,122.622338860812,178.09687635351133,475.0877196759818,68.08278408629982,166.34866557454268,31.45706995974903,140.35284304185032,115.04588266573819,60.732406315290326,115.04588266573819,45.86075473394368,0.2729121403446563,0.009153409031417752,1.309676131021447,841.4124834809131
9,True,100.0,129.8158887795235,0.8592106186876026,1462.9045691170759,29.999999999999996,8.608552887642885,2.233219123705921,2.0999999999999965,171.71413859725814,0.7288356032599808,0.049941497009282,2.999999999999921,8.70043950550457,2.701754088357543,10.31684880405128,2.466170130333012e-07,5.028438462422805e-05,600.0,130.30933122653963,180.4447793356842,483.1320902947166,69.01127711180648,168.14145632430748,31.942343663626033,141.79761639451516,114.39462376784631,61.048464380367264,114.39462376784631,48.73568987872582,0.2729121403446563,0.009153409031417752,1.2898744287863217,845.79128579742
10,True,110.0,130.86441885690198,0.9294535050072176,1476.3777466518834,29.999999999999996,8.638493760643357,2.237640130685684,2.1,173.10108314405022,0.7238083918751279,0.04947725817616374,3.0000000000000013,8.681607217407267,2.6802448060811246,10.28999640143316,5.45874456747697e-12,2.740091255756707e-05,600.0,138.21796991370053,182.43508744904608,486.0494096649916,69.67004503604716,170.05811362804303,32.41676407679465,143.47699348527058,114.9924429245085,61.461941130539,114.9924429245085,51.69352074772399,0.2729121403446563,0.009153409031417752,1.2778842035117226,851.5197678440172
11,True,120.0,131.89930902546783,0.9986737913771175,1489.461156027385,29.999999999999996,8.657737294085095,2.2404790633870784,2.0999999999999996,174.46998548240907,0.7188088675340821,0.04904442001903696,3.0000000000174363,8.658933659257794,2.6593322813008373,10.257700745969126,8.93878364749412e-06,4.252150212090334e-05,600.0,146.2551912913487,184.4172184483346,488.484959737907,70.31030740112884,172.01438590939097,32.90011191613328,145.20419272444508,115.71767417489576,61.891659795089765,115.71767417489576,54.69944154296441,0.2729121403446563,0.009153409031417752,1.2667049857299166,857.473272252531
12,True,130.0,132.86127923224225,1.0673530490356482,1503.2657294129303,29.999999999999996,8.686179352251148,2.244665563131847,2.0999999999999988,175.74243284688174,0.7150035248520509,0.048687079172103194,2.9999999999999942,8.639164818905098,2.6401652689244344,10.229572656808843,1.5437571221355029e-09,4.660349034760999e-05,600.0,154.4141361025169,186.46724006432186,491.3910780899825,70.98644848119766,174.0059092429087,33.37911391100569,146.95293536161074,116.35492309274274,62.340182050201065,116.35492309274274,57.75088690234131,0.2729121403446563,0.009153409031417752,1.2574756905007511,863.6872895699152
13,True,140.0,133.80421441453757,1.1351937501563174,1516.661726142536,29.999999999999993,8.703960678955722,2.247280378566503,2.1,176.9897016065313,0.7112436916075858,0.048359810893375405,2.9999999999999982,8.615655939541117,2.621632814037228,10.196159537386913,3.7639683547752156e-07,2.0025985798367052e-05,600.0,162.70782489089135,188.50599560409347,493.8092291756539,71.64315151220993,176.0355493285072,33.86473266238555,148.7483322108972,117.11876973784379,62.80318436996298,117.11876973784379,60.85272650919335,0.2729121403446563,0.009153409031417752,1.249023100783517,870.1019198367595
14,True,150.0,134.68389302156282,1.2026078097993875,1530.8944470327767,29.999999999999993,8.733281481225552,2.2515861452756076,2.1,178.1532976475699,0.7085707341261347,0.0480926883610556,3.0000000000000004,8.5958899229061,2.6045643472575506,10.168096744270406,1.0322800747530891e-07,1.5512949842440994e-05,600.0,171.12493527339822,190.61885762135873,496.813103608109,72.34148917813602,178.09609717701127,34.345561611584536,150.55860359466155,117.76613085558861,63.28020283755109,117.76613085558861,64.00072579225093,0.2729121403446563,0.009153409031417752,1.2421239378744036,876.71073575286
15,True,160.0,135.5667794541905,1.2691190355677493,1545.0404141483634,29.999999999999996,8.756566559038411,2.255002006409623,2.0999999999999996,179.32113696982057,0.7058339947191608,0.047835734600265384,2.9999999978978518,8.573820537826766,2.5876500152276196,10.136796701049276,9.419178017111562e-06,5.062684684133678e-05,600.0,179.68857137382514,192.74989062784675,499.55864020107884,73.03619669109565,180.20442664175357,34.837646361543605,152.41899978012125,118.49452188013568,63.77001101444952,118.49452188013568,67.2035256938106,0.2729121403446563,0.009153409031417752,1.2354874127640156,883.4967457194961
16,True,170.0,136.40744882289752,1.335155140966639,1559.4666109599868,29.999999999999993,8.782033185190993,2.2587294371618882,2.0999999999999996,180.4331333636215,0.7036702544853305,0.04761906731670476,2.9999999999999942,8.552420754337168,2.571739619809673,10.106479453821166,2.069321958231285e-08,9.827623223461394e-05,600.0,188.38343698762256,194.91407439196996,502.4337064882298,73.74530652911822,182.34212929352643,35.32851634549304,154.30364431902814,119.20650392761335,64.2709240088402,119.20650392761335,70.45540543337083,0.2729121403446563,0.009153409031417752,1.2298913915827012,890.4366065316965
17,True,180.0,137.2474672272229,1.4003885007687733,1574.1553394787425,29.999999999999996,8.807368050775581,2.2624337765586455,2.1,181.54426881907784,0.7016300720980273,0.047413391163238075,3.0000000000000013,8.530680697903282,2.5560316848592777,10.075713462700666,6.301270616404508e-11,1.5544941570075145e-05,600.0,197.22947936755298,197.1222837773818,505.33953690292697,74.46798213827157,184.52869064313322,35.82933929521179,156.23264251272292,119.93560476671647,64.78391382107726,119.93560476671647,73.76382528346481,0.2729121403446563,0.009153409031417752,1.2245792478374151,897.5437846941095
18,True,190.0,138.0696944846941,1.4650054994826978,1589.0541879732912,29.999999999999993,8.832560289387926,2.2661119860365324,2.1,182.6318710115002,0.6998601489395556,0.04722948297509488,2.999999999999999,8.50872162786143,2.540836574191786,10.04467154557204,6.274571973108323e-10,2.2361339136739038e-05,600.0,206.22288630887047,199.36539238804136,508.2689642064185,75.20167384772432,186.75592615111583,36.33528103427933,158.19872066138277,120.67804495294146,65.30815348733574,120.67804495294146,77.12735947951755,0.2729121403446563,0.009153409031417752,1.2198293207560116,904.8068230995991
19,True,200.0,138.8835952311924,1.5289437756238573,1604.201187860007,29.999999999999993,8.857898486903995,2.269806218781091,2.1,183.70845930051897,0.6982745572433707,0.047060099667647,3.000000000000001,8.486600606672832,2.5259688302465686,10.013435175432807,3.232614176340576e-11,1.7768742639647338e-05,600.0,215.36959295407988,201.64859385052725,511.23893363500963,75.948282719032,189.02753436972844,36.848693400575094,160.20488071823655,121.43211654940251,65.8433970268068,121.43211654940251,80.54822776482587,0.2729121403446563,0.009153409031417752,1.215454538059775,912.222313825842
20,True,210.0,139.68735274519085,1.5922461783857351,1619.603229123931,29.999999999999996,8.883537048266781,2.273538869687168,2.0999999999999996,184.7716306153319,0.6968892180121405,0.046905931809209545,2.9999999999999987,8.46438298322932,2.5114530985299104,9.982097153518056,2.0593660110534984e-10,4.075475912696335e-05,600.0,224.67233029986014,203.97211114816787,514.2569917009504,76.70817992037269,191.34333032105098,37.369062837626714,162.25079802525497,122.19576685592372,66.3895045360814,122.19576685592372,84.02745153214768,0.2729121403446563,0.009153409031417752,1.2114727355458823,919.7883185917459
21,True,220.0,140.4849100190934,1.6548933798345686,1635.2717245475208,29.999999999999996,8.909418898173094,2.277301481064779,2.0999999999999996,185.82660055435636,0.6956645252600862,0.046764015222365146,3.0000000000000013,8.442028035482373,2.4972108468932364,9.950600508548165,3.3737634907993197e-10,5.4777300003471156e-05,600.0,234.13659098689033,206.3383425775715,517.3222304999389,77.48196165194702,193.70602865500697,37.897562040877595,164.33899875115316,122.97056389831664,66.94661675229689,122.97056389831664,87.56708502909697,0.2729121403446563,0.009153409031417752,1.2078073553039306,927.5067872292287
